hsa.let.7a.1	hsa.let.7a.2	hsa.let.7a.3	hsa.let.7b	hsa.let.7c	hsa.let.7d	hsa.let.7e	hsa.let.7f.1	hsa.let.7f.2	hsa.let.7g	hsa.let.7i	hsa.mir.1.1	hsa.mir.1.2	hsa.mir.100	hsa.mir.101.1	hsa.mir.101.2	hsa.mir.103a.1	hsa.mir.103a.2	hsa.mir.106a	hsa.mir.106b	hsa.mir.107	hsa.mir.10a	hsa.mir.10b	hsa.mir.1180	hsa.mir.1226	hsa.mir.1228	hsa.mir.1245a	hsa.mir.1247	hsa.mir.1248	hsa.mir.1249	hsa.mir.125a	hsa.mir.125b.1	hsa.mir.125b.2	hsa.mir.126	hsa.mir.1262	hsa.mir.1266	hsa.mir.1269a	hsa.mir.127	hsa.mir.1270	hsa.mir.1271	hsa.mir.1277	hsa.mir.128.1	hsa.mir.128.2	hsa.mir.1287	hsa.mir.1288	hsa.mir.129.1	hsa.mir.129.2	hsa.mir.1292	hsa.mir.1293	hsa.mir.1295a	hsa.mir.1296	hsa.mir.1301	hsa.mir.1304	hsa.mir.1306	hsa.mir.1307	hsa.mir.130a	hsa.mir.130b	hsa.mir.132	hsa.mir.133a.1	hsa.mir.133a.2	hsa.mir.133b	hsa.mir.134	hsa.mir.135b	hsa.mir.136	hsa.mir.138.1	hsa.mir.138.2	hsa.mir.139	hsa.mir.140	hsa.mir.141	hsa.mir.142	hsa.mir.143	hsa.mir.144	hsa.mir.145	hsa.mir.1468	hsa.mir.146a	hsa.mir.146b	hsa.mir.147b	hsa.mir.148a	hsa.mir.148b	hsa.mir.149	hsa.mir.150	hsa.mir.151a	hsa.mir.151b	hsa.mir.152	hsa.mir.153.2	hsa.mir.154	hsa.mir.155	hsa.mir.15a	hsa.mir.15b	hsa.mir.16.1	hsa.mir.16.2	hsa.mir.17	hsa.mir.181a.1	hsa.mir.181a.2	hsa.mir.181b.1	hsa.mir.181b.2	hsa.mir.181c	hsa.mir.181d	hsa.mir.182	hsa.mir.183	hsa.mir.184	hsa.mir.185	hsa.mir.186	hsa.mir.187	hsa.mir.188	hsa.mir.18a	hsa.mir.190a	hsa.mir.191	hsa.mir.1910	hsa.mir.192	hsa.mir.193a	hsa.mir.193b	hsa.mir.194.1	hsa.mir.194.2	hsa.mir.195	hsa.mir.196a.1	hsa.mir.196a.2	hsa.mir.196b	hsa.mir.197	hsa.mir.1976	hsa.mir.199a.1	hsa.mir.199a.2	hsa.mir.199b	hsa.mir.19a	hsa.mir.19b.1	hsa.mir.19b.2	hsa.mir.200a	hsa.mir.200b	hsa.mir.200c	hsa.mir.203a	hsa.mir.203b	hsa.mir.204	hsa.mir.205	hsa.mir.206	hsa.mir.20a	hsa.mir.20b	hsa.mir.21	hsa.mir.210	hsa.mir.2110	hsa.mir.2116	hsa.mir.212	hsa.mir.214	hsa.mir.215	hsa.mir.217	hsa.mir.218.1	hsa.mir.218.2	hsa.mir.219a.1	hsa.mir.22	hsa.mir.221	hsa.mir.222	hsa.mir.223	hsa.mir.224	hsa.mir.2277	hsa.mir.2355	hsa.mir.23a	hsa.mir.23b	hsa.mir.24.1	hsa.mir.24.2	hsa.mir.25	hsa.mir.26a.1	hsa.mir.26a.2	hsa.mir.26b	hsa.mir.27a	hsa.mir.27b	hsa.mir.28	hsa.mir.296	hsa.mir.299	hsa.mir.29a	hsa.mir.29b.1	hsa.mir.29b.2	hsa.mir.29c	hsa.mir.301a	hsa.mir.301b	hsa.mir.3065	hsa.mir.3074	hsa.mir.30a	hsa.mir.30b	hsa.mir.30c.1	hsa.mir.30c.2	hsa.mir.30d	hsa.mir.30e	hsa.mir.31	hsa.mir.3117	hsa.mir.3127	hsa.mir.3130.1	hsa.mir.3130.2	hsa.mir.3150b	hsa.mir.3170	hsa.mir.3173	hsa.mir.3193	hsa.mir.3199.2	hsa.mir.32	hsa.mir.3200	hsa.mir.320a	hsa.mir.320b.1	hsa.mir.320b.2	hsa.mir.320c.1	hsa.mir.323a	hsa.mir.323b	hsa.mir.324	hsa.mir.326	hsa.mir.328	hsa.mir.330	hsa.mir.331	hsa.mir.335	hsa.mir.337	hsa.mir.338	hsa.mir.339	hsa.mir.33a	hsa.mir.33b	hsa.mir.340	hsa.mir.342	hsa.mir.345	hsa.mir.34a	hsa.mir.34b	hsa.mir.34c	hsa.mir.3605	hsa.mir.3607	hsa.mir.361	hsa.mir.3610	hsa.mir.3613	hsa.mir.3614	hsa.mir.3615	hsa.mir.362	hsa.mir.363	hsa.mir.3651	hsa.mir.3652	hsa.mir.3653	hsa.mir.365a	hsa.mir.365b	hsa.mir.3662	hsa.mir.3677	hsa.mir.3678	hsa.mir.3682	hsa.mir.369	hsa.mir.3690.1	hsa.mir.370	hsa.mir.374a	hsa.mir.374b	hsa.mir.375	hsa.mir.376a.1	hsa.mir.376b	hsa.mir.376c	hsa.mir.377	hsa.mir.378a	hsa.mir.378c	hsa.mir.379	hsa.mir.380	hsa.mir.381	hsa.mir.382	hsa.mir.3912	hsa.mir.3913.1	hsa.mir.3913.2	hsa.mir.3917	hsa.mir.3922	hsa.mir.3928	hsa.mir.3934	hsa.mir.3940	hsa.mir.3941	hsa.mir.409	hsa.mir.410	hsa.mir.411	hsa.mir.412	hsa.mir.421	hsa.mir.423	hsa.mir.424	hsa.mir.425	hsa.mir.429	hsa.mir.431	hsa.mir.432	hsa.mir.4326	hsa.mir.4444.2	hsa.mir.4461	hsa.mir.4491	hsa.mir.450a.1	hsa.mir.450a.2	hsa.mir.450b	hsa.mir.451a	hsa.mir.452	hsa.mir.4521	hsa.mir.454	hsa.mir.455	hsa.mir.4638	hsa.mir.4652	hsa.mir.4660	hsa.mir.4661	hsa.mir.4662a	hsa.mir.4664	hsa.mir.4668	hsa.mir.4676	hsa.mir.4677	hsa.mir.4709	hsa.mir.4728	hsa.mir.4746	hsa.mir.4772	hsa.mir.4786	hsa.mir.4797	hsa.mir.483	hsa.mir.484	hsa.mir.485	hsa.mir.486.1	hsa.mir.486.2	hsa.mir.487a	hsa.mir.487b	hsa.mir.491	hsa.mir.493	hsa.mir.494	hsa.mir.495	hsa.mir.496	hsa.mir.497	hsa.mir.4999	hsa.mir.5000	hsa.mir.5001	hsa.mir.5003	hsa.mir.500a	hsa.mir.500b	hsa.mir.501	hsa.mir.5010	hsa.mir.502	hsa.mir.503	hsa.mir.505	hsa.mir.508	hsa.mir.511	hsa.mir.532	hsa.mir.539	hsa.mir.542	hsa.mir.543	hsa.mir.548e	hsa.mir.548j	hsa.mir.548v	hsa.mir.550a.1	hsa.mir.550a.2	hsa.mir.550a.3	hsa.mir.5579	hsa.mir.5586	hsa.mir.5683	hsa.mir.5699	hsa.mir.570	hsa.mir.574	hsa.mir.576	hsa.mir.579	hsa.mir.580	hsa.mir.582	hsa.mir.584	hsa.mir.589	hsa.mir.590	hsa.mir.592	hsa.mir.598	hsa.mir.615	hsa.mir.616	hsa.mir.624	hsa.mir.625	hsa.mir.627	hsa.mir.628	hsa.mir.629	hsa.mir.642a	hsa.mir.643	hsa.mir.6499	hsa.mir.6509	hsa.mir.651	hsa.mir.6510	hsa.mir.6511b.1	hsa.mir.6511b.2	hsa.mir.652	hsa.mir.653	hsa.mir.654	hsa.mir.655	hsa.mir.656	hsa.mir.659	hsa.mir.660	hsa.mir.664a	hsa.mir.664b	hsa.mir.671	hsa.mir.6718	hsa.mir.6720	hsa.mir.675	hsa.mir.6755	hsa.mir.6761	hsa.mir.6806	hsa.mir.6837	hsa.mir.6842	hsa.mir.6854	hsa.mir.6892	hsa.mir.7.1	hsa.mir.7.2	hsa.mir.7.3	hsa.mir.708	hsa.mir.744	hsa.mir.758	hsa.mir.760	hsa.mir.766	hsa.mir.767	hsa.mir.769	hsa.mir.7702	hsa.mir.7705	hsa.mir.7706	hsa.mir.7854	hsa.mir.874	hsa.mir.877	hsa.mir.887	hsa.mir.889	hsa.mir.9.1	hsa.mir.9.2	hsa.mir.9.3	hsa.mir.92a.1	hsa.mir.92a.2	hsa.mir.92b	hsa.mir.93	hsa.mir.935	hsa.mir.937	hsa.mir.939	hsa.mir.940	hsa.mir.942	hsa.mir.944	hsa.mir.95	hsa.mir.96	hsa.mir.98	hsa.mir.99a
9222.284	9206.532	9253.088	9550.592	2000.652	540.5108	921.5361	7074.214	7176.726	536.3824	832.8694	1.46084	1.46084	1574.849	2053.116	2144.894	24093.89	24157.79	3.175739	2048.542	64.59454	4375.089	30159.81	39.31565	0.508118	1.524355	10.16237	201.85	1.524355	1.397325	376.7697	175.4914	193.0214	2299.172	1.841929	5.84336	30.10601	1003.089	1.651384	2.032473	1.46084	36.77506	25.46943	13.52865	0.508118	1.079751	0.508118	0.825692	20.13419	1.016237	2.985195	7.177171	6.160934	6.986627	1461.539	65.35672	26.86676	178.7306	0.698663	1.58787	0.12703	505.5777	16.89493	27.56542	0.381089	0.698663	43.57114	1313.803	1026.462	1812.712	55441.93	266.8891	534.3499	1.841929	291.9775	2414.769	0.762177	25078.31	120.424	10.09885	507.6737	1916.876	0.317574	447.9698	9.146129	5.398757	1161.241	266.8891	531.4282	371.9426	378.5481	819.7219	1017.126	2030.06	308.6819	306.3953	41.09407	10.98806	10417.76	4514.504	1.206781	95.7803	318.9713	30.80467	1.079751	11.55969	4.573065	631.6546	0.635148	210.2975	351.8084	304.998	47.89015	53.09836	29.28032	36.58452	37.60075	73.99473	474.519	10.03534	768.5289	1282.681	1601.017	21.72206	62.94315	56.52816	203.8825	202.9297	13290.28	13201.68	87.01526	1.079751	5415.144	5.017668	357.0801	5.144698	443419.3	1100.33	1.905444	0.381089	10.79751	27.37487	1.714899	13.27459	22.73829	17.72063	5.716331	107435.7	428.6613	114.3266	2782.837	124.2984	0.190544	117.1848	2536.527	980.9224	2597.12	2586.513	27655.23	791.6483	803.208	700.2505	1467.509	1614.101	4284.517	1.58787	8.129893	5099.412	194.9269	198.2932	714.6049	13.59216	1.016237	5.97039	4.319006	9540.048	159.4221	224.9694	248.5334	5408.856	7742.961	517.709	0.81581	6.669053	1.778414	1.58787	3.429799	1.397325	0.635148	1.016237	0.698663	22.23018	1.270296	998.643	2.477077	3.810887	0.571633	6.224449	5.779846	44.07926	4.954153	14.6084	32.39254	12.0043	45.5401	37.66427	539.5581	36.33046	10.47994	0.698663	32.32903	200.3892	6.986627	173.3954	8.765041	52.52673	0.635148	6.033905	721.2739	0.698663	11.68672	24.07211	5.84336	5.84336	5.398757	0.825692	1.968958	5.462272	122.4565	117.4388	1.968958	9.0191	0.381089	2.350047	13.65568	4.700094	12.63944	1650.241	69.61221	1022.588	1.968958	2.858165	8.193408	4.573065	641.1183	4.700094	1857.045	2.794651	67.89731	29.15329	0.317574	1.016237	1.270296	2.223018	1.333811	2.350047	3.620343	1.778414	0.635148	42.36436	16.95845	16.25979	2.413562	8.638011	180.1915	233.5439	564.5829	21.34097	24.07211	17.46657	7.113656	0.444604	0.444604	0.317574	4.446035	3.620343	15.81518	1096.71	265.3013	0.190544	16.06924	320.5591	0.952722	1.206781	0.762177	2.604106	27.24784	0.190544	2.667621	1.016237	5.081183	0.317574	0.254059	9.146129	11.11509	0.571633	0.952722	2.223018	89.04773	8.129893	100.2263	95.52624	1.841929	4.954153	4.50955	38.10887	4.573065	16.19627	4.064946	11.11509	0.698663	3.175739	0.889207	0.635148	223.318	5.208213	39.37917	1.206781	6.09742	13.97325	54.68623	31.24928	20.45176	325.7673	7.939348	279.7191	2.858165	1.143266	0.635148	1.143266	2.540592	3.175739	1.270296	1.206781	4.63658	2.223018	1.143266	0.381089	52.65376	19.24498	0.698663	0.508118	681.0056	237.4818	77.42453	12.4489	3.810887	22.67478	2.604106	1.841929	1.016237	253.424	2.604106	11.55969	92.47753	0.381089	2.032473	8.701526	3.810887	2.794651	0.571633	0.508118	0.317574	23.56399	1.016237	22.48424	5.652816	1.206781	1.016237	28.26408	18.99092	3.683858	12.76647	8.701526	4.827124	6.033905	1.397325	0.698663	0.571633	1.714899	2.286532	3.302769	3.302769	43.44411	3.302769	2.286532	231.7655	39.9508	36.90209	0.317574	15.30706	59.76741	23.69102	2.095988	1.651384	3.683858	0.698663	26.10458	2.731136	4.001432	21.53151	143.861	138.0811	147.2273	5571.898	5051.077	53.92406	18984.63	0.825692	1.778414	1.333811	3.302769	10.79751	160.5019	1.905444	7.43123	70.62844	208.0744
18773.3	18661.21	18847.65	24699.64	1597.025	1123.938	2137.859	8858.084	8956.212	587.0668	777.0945	243.0543	257.396	2245.611	2615.853	2641.14	21468.04	21514.08	15.66266	1932.923	118.3191	2347.512	33422.8	100.0146	0.754827	1.698361	4.151549	16.7949	2.264481	7.925684	608.2019	244.9414	264.0008	2366.005	1.698361	4.340256	487.2409	1353.971	1.320947	3.396722	1.132241	262.4911	200.784	55.10238	1.132241	1.382045	0.56612	0.377414	6.41603	2.264481	6.98215	13.39818	3.396722	17.73844	2164.278	92.46632	109.6386	95.29692	376.0926	315.1403	180.0263	586.5006	62.27323	22.64481	0.188707	0.754827	47.3654	1278.3	2479.607	1242.634	94416.79	114.7337	1025.81	3.774135	218.8999	551.0238	1.509654	16804.15	141.7188	1392.467	497.0536	4628.222	1.132241	1329.817	3.396722	5.28379	874.6559	133.6044	452.1414	307.592	323.6321	862.2012	865.9754	1441.531	134.7366	116.2434	72.27469	7.170857	6039.938	3532.025	0.943534	128.5093	337.0303	42.64773	7.736977	20.19162	9.435338	391.1891	0.943534	329.482	253.6219	47.17669	70.38762	71.89728	28.87214	36.79782	41.8929	254.7541	400.0583	5.661203	1742.896	3037.235	3999.64	15.09654	67.93444	52.46048	1706.287	1977.836	23601.18	52588.8	260.0379	7.170857	19275.83	1881.406	263.4346	19.6255	252789.3	798.2296	5.661203	0.188707	8.491805	61.14099	1.509654	16.98361	27.36248	21.51257	14.71913	124002.8	522.3403	120.961	650.4722	292.1181	1.887068	91.9002	6407.916	2098.985	2707.942	2751.156	29662.82	1238.105	1248.484	856.3513	3930.007	3525.231	10415.67	3.396722	6.038617	5400.033	91.14537	103.6	901.0748	12.26594	2.830602	10.37887	10.19017	6901.007	357.5993	224.7498	228.5239	5154.337	9745.195	43.21385	0.943534	6.793444	6.793444	8.491805	0.56612	3.396722	0.56612	0.188707	1.320947	48.12023	1.509654	569.8944	1.698361	1.320947	1.320947	3.208015	2.264481	87.37123	7.548271	18.30456	48.12023	46.79928	19.6255	26.60765	261.1702	90.76796	56.42332	5.472496	28.30601	139.8317	17.17232	146.8139	16.6062	112.0918	0.943534	5.28379	606.1261	1.698361	11.88853	6.038617	6.41603	23.58835	11.1337	0.943534	3.585429	2.830602	29.24955	29.81567	2.641895	11.88853	0.377414	5.095083	12.26594	1.320947	8.869218	575.7443	72.65211	342.6915	1.509654	2.264481	9.057925	8.491805	2271.086	11.1337	1593.063	2.075774	80.01167	42.83644	0.377414	0.943534	1.887068	6.038617	0.943534	3.208015	9.624045	2.075774	2.830602	41.7042	17.17232	13.39818	12.07723	5.095083	269.4733	82.27615	172.478	279.4747	12.45465	9.435338	3.019308	0.377414	6.604737	0.188707	3.962842	4.528962	12.45465	862.5786	473.0879	0.377414	10.56758	441.9513	1.132241	10.00146	0.188707	9.624045	23.96576	1.698361	0.56612	1.509654	6.604737	0.188707	0.56612	19.05938	19.81421	2.641895	1.320947	8.303098	91.52278	3.208015	129.0754	124.3578	2.075774	5.472496	1.698361	16.22878	2.830602	6.227323	4.151549	15.09654	1.509654	0.188707	3.208015	1.509654	417.7968	10.19017	57.55556	1.132241	14.53042	5.84991	51.89436	10.00146	19.05938	1550.604	5.472496	213.9935	2.264481	0.56612	0.943534	0.943534	5.661203	7.736977	1.509654	2.453188	5.28379	3.585429	1.132241	0.754827	104.5435	17.73844	0.754827	0.56612	220.9756	41.32678	59.44263	20.19162	6.227323	39.43971	7.548271	3.019308	5.28379	176.0634	2.453188	10.75629	337.219	4.340256	0.188707	2.453188	3.208015	5.095083	11.1337	1.132241	1.320947	31.13662	5.472496	58.31039	1.509654	2.264481	1.132241	83.97451	40.38325	3.585429	7.736977	2.075774	4.717669	15.09654	0.754827	0.754827	2.830602	1.698361	3.019308	4.528962	0.56612	96.42916	3.019308	1.887068	414.9662	94.35338	41.32678	1.509654	15.28525	177.3844	73.02952	3.774135	0.188707	1.698361	0.6344525	11.69982	3.585429	2.453188	22.83352	758.9786	748.411	738.9757	6399.99	5899.917	80.01167	11816.25	1.887068	1.320947	2.075774	9.435338	10.75629	853.5207	4.906376	6.227323	56.42332	316.0838
7656.651	7641.184	7686.939	13465.56	566.4552	223.2955	1137.26	2616.553	2682.768	239.0841	339.2931	598.5157	636.8594	1485.898	970.0304	998.3854	11720.44	11716.89	3.383265	247.4617	29.48274	4575.946	16555.77	5.799883	0.322216	0.644431	9.988687	81.19836	1.288863	0.966647	756.2403	136.4584	134.364	1126.144	1.127755	0.805539	38.66589	369.5814	0.483324	1.288863	1.127755	87.15935	43.1769	11.43866	0.161108	1.382045	0.161108	0.6791835	23.03842	0.9664675	2.899941	3.705481	0.322216	3.544373	1331.073	56.06553	16.75522	73.9485	432.0913	421.4581	71.69299	216.8512	47.84903	21.42734	0.966647	0.644431	60.57655	595.938	1071.367	715.9633	12665.01	138.875	660.3811	1.288863	67.98752	792.8118	1.288863	11701.42	57.3544	26.90501	547.6056	941.9976	0.966647	198.4849	4.833236	3.061049	540.1946	336.2321	128.7252	182.213	185.1129	511.8397	1457.059	2672.779	331.2378	338.1654	29.32163	9.666471	33598.72	9326.856	0.483324	57.67661	203.8014	43.66023	0.805539	12.40531	4.672128	244.2395	0.644431	126.3086	226.0343	596.7435	33.99376	46.72128	12.88863	0.161108	0.966647	46.23795	143.7082	4.349912	809.4059	1278.23	1498.947	19.81627	53.48781	47.84903	492.8289	373.7702	12220.51	227627.7	608.021	1.772186	14363.25	5477.506	314.3214	8.377608	343717.6	1463.02	0.805539	0.483324	2.577726	26.90501	0.966647	13.21084	6.283206	9.827579	1.449971	130924.9	260.3503	98.75911	123.4086	216.6901	0.483324	83.61498	3027.217	619.7819	1160.621	1235.214	5470.256	462.8629	454.6464	414.5305	1754.303	900.2707	2154.334	0.322216	4.994344	2881.736	157.0802	151.9247	344.4486	5.477667	1.611079	30.93271	2.25551	4999.982	274.0445	283.3887	291.4441	4016.58	5327.676	119.7031	0.966647	2.25551	0.805539	0.644431	0.322216	0.644431	0.322216	0.6190865	1.288863	13.04974	0.966647	389.7199	0.322216	0.644431	0.5910555	2.899941	0.483324	21.58845	0.483324	8.699824	26.7439	9.988687	28.6772	17.88297	364.1038	20.13848	4.349912	0.805539	12.88863	208.9569	4.027696	101.3368	7.733177	28.51609	1.449971	13.53306	431.9302	0.322216	5.638775	4.51102	2.416618	11.92198	3.061049	1.288863	0.322216	3.383265	157.5635	155.6302	0.644431	1.288863	0.161108	0.322216	6.444314	0.644431	8.055393	695.1804	43.1769	90.38151	0.161108	0.805539	2.899941	2.416618	441.7577	6.122098	529.0782	0.161108	53.64892	16.11078	0.322216	0.966647	1.288863	0.322216	0.483324	0.483324	2.094402	0.483324	0.161108	22.23288	6.122098	4.994344	10.63312	2.577726	131.6251	153.3747	127.7585	40.76029	5.155451	5.638775	6.283206	0.5283295	0.161108	0.7275735	6.444314	8.377608	14.01638	617.5264	210.8902	0.805539	11.27755	530.0448	0.483324	1.933294	0.805539	1.288863	67.82641	0.483324	1.288863	0.322216	5.477667	0.161108	0.632741	2.25551	2.738834	0.790788	0.322216	4.188804	37.86035	2.899941	71.37078	76.20401	0.483324	3.705481	0.644431	6.444314	1.449971	4.994344	1.772186	6.122098	0.483324	1.611079	0.998043	0.161108	255.8393	5.799883	35.12151	0.161108	5.799883	14.82192	18.04408	12.08309	7.572069	443.2077	4.672128	291.6052	0.805539	0.599608	0.644431	0.805539	1.127755	1.127755	1.611079	0.483324	2.577726	1.127755	0.161108	0.644431	66.05422	13.21084	0.66785	0.644431	83.77608	80.55393	50.10454	10.47201	1.449971	6.76653	1.611079	1.772186	1.449971	136.6195	0.322216	2.738834	94.4092	1.449971	0.644431	10.47201	0.966647	1.288863	2.416618	0.805539	0.483324	9.666471	5.960991	7.249853	3.383265	1.127755	0.161108	46.39906	36.08816	2.416618	7.733177	0.966647	1.127755	85.22606	0.483324	0.61489	0.483324	1.772186	0.322216	1.933294	0.483324	12.88863	0.644431	0.966647	406.1529	16.11078	9.988687	0.161108	4.51102	5.654913	8.216501	1.611079	1.449971	1.127755	0.322216	15.30525	1.127755	1.127755	9.344256	86.1927	86.83713	90.2204	3752.363	3239.073	32.06046	5467.034	0.966647	1.611079	0.644431	0.483324	4.188804	96.5036	8.377608	20.6218	29.96606	105.8479
7023.569	7062.385	7218.559	10308.98	284.7516	382.398	487.6257	3834.897	3804.572	326.9033	448.2033	29.11198	35.78348	723.2509	1643.614	1659.08	23749.92	23785.1	6.064997	489.7485	50.03622	2573.681	30153.04	21.53074	0.30325	1.516249	1.819499	11.82674	1.516249	1.212999	248.6649	61.25647	59.43697	1830.113	1.212999	2.2543435	0.30325	147.9859	0.30325	2.122749	3.032498	44.57773	32.14448	10.00724	3.032498	0.30325	0.6065	2.729249	170.4264	0.9664675	4.851997	12.12999	0.6065	4.851997	3826.103	77.32871	23.65349	77.32871	25.47299	23.35024	3.032498	93.0977	65.80522	12.43324	1.212999	0.90975	30.93148	701.7201	1628.452	1900.163	12976.67	265.6469	386.6435	1.516249	125.8487	1273.649	0.6065	9376.182	101.5887	59.74022	774.5001	1786.748	0.818524	160.1159	4.245498	4.851997	591.6404	240.4771	230.4699	236.5349	233.1991	1635.73	786.6301	1459.238	208.3326	231.3796	32.75098	5.458497	42642.08	17988.78	1.480191	111.8992	359.9576	85.51645	3.032498	65.50196	4.548748	333.2716	0.6065	209.8489	169.2134	366.9323	45.48748	51.24922	9.097495	15.46574	26.68599	47.00373	470.6437	10.61374	359.0478	618.0232	831.2078	77.63196	162.2387	168.9102	964.6377	730.8321	12281.32	217647.3	174.0654	1.819499	16803.98	358.7446	875.7855	13.94949	311960.4	1717.304	1.516249	0.6065	3.032498	8.187746	1.516249	20.01449	9.097495	7.277996	2.729249	96014.05	419.0913	157.0834	1454.083	161.3289	0.30325	302.9466	3218.391	603.4672	2111.529	2213.421	10445.14	492.1745	512.189	853.0418	2001.449	1139.006	3970.45	5.458497	2.729249	4204.559	375.12	365.7193	507.9435	29.11198	1.212999	39.42248	3.335748	3401.25	383.611	268.6794	282.3256	8783.025	6116.852	625.9077	0.81581	8.794245	0.30325	1.516249	1.516249	0.6896775	0.6065	1.819499	0.30325	29.11198	0.90975	776.3196	1.819499	1.819499	1.212999	1.516249	0.90975	65.19872	0.90975	8.490995	23.04699	16.98199	30.62823	3.942248	915.208	55.19147	15.16249	2.425999	18.80149	263.5241	4.851997	91.8847	7.884496	28.80873	0.30325	13.94949	429.705	1.516249	10.61374	14.25274	7.581246	16.37549	8.794245	1.212999	0.6065	6.064997	161.6322	162.2387	7.884496	5.458497	0.30325	2.122749	2.425999	0.90975	1.819499	1145.375	57.92072	967.9735	0.30325	1.819499	2.122749	3.032498	614.9907	3.032498	240.7804	0.985871	17.28524	5.458497	0.6065	0.30325	0.90975	0.90975	1.819499	0.6065	7.581246	1.212999	0.90975	6.671496	3.335748	0.90975	3.032498	6.671496	212.5781	77.63196	583.1494	115.8414	1.212999	2.122749	10.91699	0.90975	2.425999	0.7275735	6.974746	7.581246	17.28524	1323.686	271.7119	5.155247	24.56324	500.3622	0.30325	3.032498	1.516249	3.638998	139.1917	2.425999	3.638998	0.6065	7.277996	0.6065	0.90975	2.425999	14.25274	1.516249	0.590615	1.212999	106.1374	1.516249	93.40095	99.46595	1.212999	2.729249	3.335748	4.851997	0.30325	2.729249	0.30325	4.245498	0.90975	2.729249	2.122749	0.90975	318.4123	8.794245	64.28897	0.90975	7.581246	23.95674	40.63548	1.212999	5.458497	510.976	2.425999	292.6361	0.6065	0.30325	0.6065	1.212999	3.032498	3.032498	0.90975	1.212999	1.516249	0.6065	1.516249	0.6065	54.28172	29.41523	0.30325	0.30325	76.72221	435.77	46.09398	27.89898	1.725547	13.34299	3.032498	3.942248	2.729249	140.7079	2.425999	2.729249	158.2964	1.5159325	0.648533	25.16974	4.851997	4.851997	1.819499	1.516249	2.122749	19.71124	1.819499	2.425999	0.90975	0.6065	1.819499	68.83771	17.89174	2.122749	14.85924	0.6065	5.458497	7.884496	0.6065	1.819499	0.90975	3.032498	2.122749	5.458497	2.122749	25.47299	3.335748	4.245498	490.0517	46.70047	4.548748	0.30325	6.671496	5.654913	14.55599	2.122749	3.032498	3.032498	0.90975	23.95674	3.335748	2.425999	7.884496	225.0114	245.0259	222.2821	6943.208	6320.333	38.20948	11743.96	0.6065	12.73649	0.90975	2.729249	14.85924	455.178	4.851997	36.69323	73.99296	52.76547
