hsa.let.7a.1	hsa.let.7a.2	hsa.let.7a.3	hsa.let.7b	hsa.let.7c	hsa.let.7d	hsa.let.7e	hsa.let.7f.1	hsa.let.7f.2	hsa.let.7g	hsa.let.7i	hsa.mir.1.1	hsa.mir.1.2	hsa.mir.100	hsa.mir.101.1	hsa.mir.101.2	hsa.mir.103a.1	hsa.mir.103a.2	hsa.mir.106a	hsa.mir.106b	hsa.mir.107	hsa.mir.10a	hsa.mir.10b	hsa.mir.1180	hsa.mir.122	hsa.mir.1226	hsa.mir.1247	hsa.mir.1249	hsa.mir.1251	hsa.mir.125a	hsa.mir.125b.1	hsa.mir.125b.2	hsa.mir.126	hsa.mir.1262	hsa.mir.1266	hsa.mir.1269a	hsa.mir.127	hsa.mir.1270	hsa.mir.1271	hsa.mir.1277	hsa.mir.128.1	hsa.mir.128.2	hsa.mir.1287	hsa.mir.1296	hsa.mir.1301	hsa.mir.1306	hsa.mir.1307	hsa.mir.130a	hsa.mir.130b	hsa.mir.132	hsa.mir.133a.1	hsa.mir.133a.2	hsa.mir.134	hsa.mir.135a.1	hsa.mir.135a.2	hsa.mir.135b	hsa.mir.136	hsa.mir.139	hsa.mir.140	hsa.mir.141	hsa.mir.142	hsa.mir.143	hsa.mir.144	hsa.mir.145	hsa.mir.1468	hsa.mir.146a	hsa.mir.146b	hsa.mir.148a	hsa.mir.148b	hsa.mir.149	hsa.mir.150	hsa.mir.151a	hsa.mir.151b	hsa.mir.152	hsa.mir.153.2	hsa.mir.154	hsa.mir.155	hsa.mir.15a	hsa.mir.15b	hsa.mir.16.1	hsa.mir.16.2	hsa.mir.17	hsa.mir.181a.1	hsa.mir.181a.2	hsa.mir.181b.1	hsa.mir.181b.2	hsa.mir.181c	hsa.mir.181d	hsa.mir.182	hsa.mir.183	hsa.mir.185	hsa.mir.186	hsa.mir.187	hsa.mir.188	hsa.mir.18a	hsa.mir.190a	hsa.mir.191	hsa.mir.192	hsa.mir.193a	hsa.mir.193b	hsa.mir.194.1	hsa.mir.194.2	hsa.mir.195	hsa.mir.196a.1	hsa.mir.196a.2	hsa.mir.196b	hsa.mir.197	hsa.mir.1976	hsa.mir.199a.1	hsa.mir.199a.2	hsa.mir.199b	hsa.mir.19a	hsa.mir.19b.1	hsa.mir.19b.2	hsa.mir.200a	hsa.mir.200b	hsa.mir.200c	hsa.mir.203a	hsa.mir.204	hsa.mir.20a	hsa.mir.20b	hsa.mir.21	hsa.mir.210	hsa.mir.2110	hsa.mir.212	hsa.mir.214	hsa.mir.215	hsa.mir.217	hsa.mir.218.1	hsa.mir.218.2	hsa.mir.219a.1	hsa.mir.22	hsa.mir.221	hsa.mir.222	hsa.mir.223	hsa.mir.224	hsa.mir.2277	hsa.mir.2355	hsa.mir.23a	hsa.mir.23b	hsa.mir.24.1	hsa.mir.24.2	hsa.mir.25	hsa.mir.26a.1	hsa.mir.26a.2	hsa.mir.26b	hsa.mir.27a	hsa.mir.27b	hsa.mir.28	hsa.mir.296	hsa.mir.29a	hsa.mir.29b.1	hsa.mir.29b.2	hsa.mir.29c	hsa.mir.301a	hsa.mir.3065	hsa.mir.3074	hsa.mir.30a	hsa.mir.30b	hsa.mir.30c.1	hsa.mir.30c.2	hsa.mir.30d	hsa.mir.30e	hsa.mir.31	hsa.mir.3127	hsa.mir.3130.1	hsa.mir.3130.2	hsa.mir.3170	hsa.mir.32	hsa.mir.3200	hsa.mir.320a	hsa.mir.320b.1	hsa.mir.320b.2	hsa.mir.323b	hsa.mir.324	hsa.mir.326	hsa.mir.328	hsa.mir.330	hsa.mir.331	hsa.mir.335	hsa.mir.337	hsa.mir.338	hsa.mir.339	hsa.mir.33a	hsa.mir.33b	hsa.mir.340	hsa.mir.342	hsa.mir.345	hsa.mir.34a	hsa.mir.34c	hsa.mir.3605	hsa.mir.3607	hsa.mir.361	hsa.mir.3613	hsa.mir.3615	hsa.mir.362	hsa.mir.363	hsa.mir.3653	hsa.mir.365a	hsa.mir.365b	hsa.mir.3677	hsa.mir.369	hsa.mir.370	hsa.mir.374a	hsa.mir.374b	hsa.mir.375	hsa.mir.376c	hsa.mir.378a	hsa.mir.378c	hsa.mir.379	hsa.mir.381	hsa.mir.382	hsa.mir.3913.1	hsa.mir.3913.2	hsa.mir.3928	hsa.mir.3941	hsa.mir.409	hsa.mir.410	hsa.mir.411	hsa.mir.421	hsa.mir.423	hsa.mir.424	hsa.mir.425	hsa.mir.429	hsa.mir.431	hsa.mir.432	hsa.mir.4326	hsa.mir.450a.1	hsa.mir.450a.2	hsa.mir.450b	hsa.mir.451a	hsa.mir.452	hsa.mir.454	hsa.mir.455	hsa.mir.4638	hsa.mir.4661	hsa.mir.4662a	hsa.mir.4668	hsa.mir.4677	hsa.mir.4709	hsa.mir.4728	hsa.mir.4746	hsa.mir.4772	hsa.mir.484	hsa.mir.486.1	hsa.mir.486.2	hsa.mir.487b	hsa.mir.489	hsa.mir.491	hsa.mir.493	hsa.mir.495	hsa.mir.497	hsa.mir.5000	hsa.mir.500a	hsa.mir.500b	hsa.mir.501	hsa.mir.5010	hsa.mir.502	hsa.mir.503	hsa.mir.504	hsa.mir.505	hsa.mir.508	hsa.mir.509.1	hsa.mir.509.2	hsa.mir.509.3	hsa.mir.511	hsa.mir.514a.1	hsa.mir.514a.2	hsa.mir.514a.3	hsa.mir.532	hsa.mir.539	hsa.mir.542	hsa.mir.545	hsa.mir.548v	hsa.mir.550a.1	hsa.mir.550a.2	hsa.mir.550a.3	hsa.mir.551b	hsa.mir.5586	hsa.mir.5683	hsa.mir.574	hsa.mir.576	hsa.mir.577	hsa.mir.581	hsa.mir.582	hsa.mir.584	hsa.mir.589	hsa.mir.590	hsa.mir.592	hsa.mir.598	hsa.mir.615	hsa.mir.616	hsa.mir.624	hsa.mir.625	hsa.mir.627	hsa.mir.628	hsa.mir.629	hsa.mir.642a	hsa.mir.6509	hsa.mir.651	hsa.mir.6511b.1	hsa.mir.6511b.2	hsa.mir.652	hsa.mir.653	hsa.mir.654	hsa.mir.659	hsa.mir.660	hsa.mir.664a	hsa.mir.664b	hsa.mir.671	hsa.mir.675	hsa.mir.676	hsa.mir.6806	hsa.mir.6837	hsa.mir.6892	hsa.mir.7.1	hsa.mir.708	hsa.mir.744	hsa.mir.758	hsa.mir.760	hsa.mir.766	hsa.mir.769	hsa.mir.7706	hsa.mir.874	hsa.mir.877	hsa.mir.885	hsa.mir.887	hsa.mir.889	hsa.mir.9.1	hsa.mir.9.2	hsa.mir.9.3	hsa.mir.92a.1	hsa.mir.92a.2	hsa.mir.92b	hsa.mir.93	hsa.mir.935	hsa.mir.940	hsa.mir.942	hsa.mir.95	hsa.mir.96	hsa.mir.98	hsa.mir.99a
13127.58	13097.08	13119.49	7902.563	3711.97	408.9142	1686.693	12069.5	12273.65	1598.935	347.9194	32.98699	24.89584	1515.534	3694.543	3760.517	8155.878	8236.167	3.11198	221.573	38.58855	43746.35	77637.06	9.958337	19.12753	1.244792	0.622396	3.734376	1.244792	965.3363	327.3803	379.0392	1502.464	1.867188	3.734376	8.713545	166.1797	21.16147	8.091149	1.867188	17.42709	14.9375	13.69271	0.622396	11.82553	4.979168	1217.407	108.2969	10.58073	62.862	6.223961	1.867188	77.79951	1.867188	3.734376	67.21877	10.58073	31.1198	887.5368	14.9375	2201.415	62077.16	26.14063	2179.631	9.335941	274.4767	1178.818	15170.9	178.0053	14.31511	388.3751	1235.456	4.385925	130.0808	0.622396	1.244792	214.7266	66.59638	84.64586	101.4506	87.75784	351.0314	547.7085	760.568	80.28909	94.6042	51.03648	11.82553	11397.32	4274.616	42.32293	271.3647	3.734376	3.734376	4.356772	4.979168	1252.261	2346.433	65.97398	19.91667	245.8464	333.6043	25.51824	46.6797	67.84117	4423.369	258.2944	16.80469	420.1173	608.0809	685.8804	11.20313	36.09897	30.49741	916.167	929.2373	79.0443	219.0834	372.1928	144.3959	16.80469	336684.5	1917.602	1.867188	0.622396	8.713545	8.091149	16.1823	13.07032	11.20313	6.223961	41970.03	76.55471	54.14846	178.6277	9.958337	0.622396	31.7422	1118.446	735.0497	355.3881	335.4715	3178.577	544.5965	523.4351	654.7606	348.5418	763.0576	5135.39	8.091149	5497.002	381.5288	403.935	914.9222	7.468753	19.29428	3.734376	179487.8	308.7084	1309.521	1484.415	6259.437	13688.36	78.4219	6.846357	2.055201	1.867188	9.335941	16.80469	6.846357	615.5497	1.867188	0.622396	0.622396	62.862	3.734376	117.0105	9.958337	24.89584	105.8073	8.713545	89.62503	69.70836	3.11198	0.622396	31.1198	123.2344	13.69271	527.7919	4.356772	3.734376	130.7032	191.698	6.846357	0.622396	14.31511	3.734376	14.9375	11.82553	11.20313	5.601564	1.244792	2.489584	688.37	34.85418	452.4819	1.244792	194.81	4.979168	95.84899	4.979168	4.356772	0.622396	0.622396	0.622396	1.867188	5.601564	1.244792	1.244792	3.11198	270.1199	389.6199	85.26826	87.75784	4.979168	1.867188	11.20313	6.223961	3.734376	27.38543	60.99481	20.53907	16.1823	390.2423	0.622396	3.734376	8.713545	7.468753	4.356772	1.244792	3.734376	1.244792	2.489584	67.21877	23.65105	21.16147	1.244792	3.2519135	2.489584	6.846357	2.489584	16.80469	2.489584	319.9116	2.489584	69.70836	1.867188	4.356772	93.35941	0.622396	41.07814	62.862	8.091149	6.846357	15.5599	11.82553	16.80469	16.1823	19.91667	660.3622	3.11198	228.4194	0.790298	0.622396	2.489584	2.489584	1.244792	20.53907	3.11198	1.244792	51.03648	6.846357	3.11198	0.8588145	232.1537	48.54689	42.94533	13.69271	42.32293	13.69271	3.11198	3.734376	3.11198	103.9401	0.622396	19.29428	28.63022	4.979168	2.489584	4.356772	0.622396	0.622396	9.335941	17.42709	0.622396	0.622396	32.3646	60.37242	10.58073	13.07032	7.468753	1.256777	0.810814	1.867188	2.489584	25.51824	36.09897	37.96616	2.489584	1.867188	4.979168	7.468753	0.622396	14.31511	2.489584	1.244792	4.979168	2.489584	115.7657	133.1928	107.0521	2164.693	1961.792	69.70836	2317.803	6.846357	3.734376	2.489584	5.601564	10.58073	61.61721	699.5732
5907.188	5957.461	5970.828	11635.37	3067.798	672.7244	1018.24	1437.858	1419.841	523.6498	311.2258	1.452968	3.196531	7995.104	7541.197	7568.513	3300.854	3308.99	10.75197	364.1139	44.46083	33830.05	166906.3	9.298998	50.8539	1.452968	141.5191	2.615343	21.21334	1405.02	482.0949	517.5474	17916.26	2.324749	7.555436	0.290594	161.5701	23.82868	24.99106	1.743562	33.12768	25.57224	34.29006	3.777718	10.17078	12.20494	1726.998	85.72514	17.43562	41.2643	1.162375	1.743562	63.93061	6.974248	12.49553	11.04256	13.07672	99.96423	1240.544	1.162375	2672.59	53366.66	165.3478	1973.131	18.598	21.50393	1593.616	54031.83	193.826	14.82028	382.4213	1376.542	6.102467	477.1548	27.6064	1.162375	226.0819	118.8528	171.7409	328.3709	350.456	367.8916	1050.496	2445.636	222.8854	187.1423	61.02467	12.20494	1496.267	360.3362	30.80293	272.2863	4.940093	4.940093	8.427217	14.23909	491.3939	12876.5	366.7292	51.72568	1484.353	1588.385	40.10193	247.2952	293.7902	1984.174	456.2321	9.589592	424.5574	730.2619	927.2845	13.9485	41.5549	32.54649	371.3787	205.4497	17.43562	638.1437	74.39198	104.9043	6.102467	166210.9	5718.012	1.743562	2.034156	6.102467	70.32367	7.555436	5.811874	6.393061	0.871781	60243.85	93.28057	67.41773	131.6389	63.93061	4.068312	68.58011	3644.335	1680.794	645.118	637.272	4115.678	580.6062	576.5379	1045.847	1185.332	1171.383	4744.523	6.974248	6480.53	360.9174	433.2752	1359.397	17.43562	27.6064	4.068312	192585.7	622.4517	960.9933	1169.349	9072.625	22351.59	5.230686	2.615343	3.196531	4.649499	2.905937	20.34156	1.452968	768.9109	1.743562	9.589592	1.452968	35.74302	14.52968	97.05829	27.02521	52.88805	7.84603	9.008404	340.8664	57.82814	13.6579	3.196531	17.43562	141.5191	14.23909	354.5243	0.290594	17.72621	180.1681	267.6368	27.31581	0.871781	8.136623	3.777718	10.75197	76.71673	76.71673	4.358905	2.615343	1.452968	779.0817	39.81133	3.196531	1.162375	333.6016	8.136623	83.69098	4.358905	2.905937	0.290594	0.290594	1.743562	1.162375	8.717811	1.452968	1.162375	1.162375	183.074	730.2619	33.70887	43.87965	3.487124	1.452968	2.324749	13.36731	10.46137	25.57224	491.6845	159.8265	8.136623	673.3056	1.452968	2.034156	20.92274	3.777718	8.427217	2.324749	0.871781	1.162375	9.298998	147.0404	86.88751	79.62267	1.743562	6.974248	1.743562	1.743562	3.196531	28.76878	6.393061	122.3399	2.615343	28.47818	1.743562	4.649499	25.28165	1.452968	57.82814	8.427217	1.162375	1.452968	1.743562	12.49553	1.452968	1.162375	1.452968	328.9521	2.615343	392.0109	0.581187	1.743562	4.649499	3.196531	0.290594	0.290594	6.102467	5.52128	97.93007	17.72621	15.40146	0.581187	76.71673	50.8539	36.32421	29.34996	6.102467	30.80293	19.76037	5.52128	1.162375	77.29792	2.324749	61.60586	56.37517	1.162375	2.615343	1.452968	1.452968	1.452968	13.07672	151.6899	5.52128	1.162375	9.298998	85.14395	8.136623	6.102467	13.6579	0.871781	0.871781	1.162375	3.196531	13.07672	154.3052	40.10193	4.068312	2.905937	3.777718	22.66631	2.905937	9.008404	0.871781	0.871781	4.358905	1.162375	327.7897	304.2516	319.9436	3007.354	2854.502	81.65683	1890.603	0.871781	1.743562	2.324749	1.743562	1.162375	71.19545	1590.129
11932.85	11970.17	12002.78	9340.67	2758.373	313.3398	1122.326	9589.181	9603.915	760.463	273.2638	5.500637	3.732575	1177.922	7250.625	7241.981	3742.594	3719.02	5.500637	187.611	27.50318	38754.93	228497.4	9.626114	4.321929	0.589354	2.160964	2.750318	2.94677	808.0042	266.7809	269.7276	7982.799	0.589354	0.196451	0.392903	51.27379	2.750318	7.46515	0.982257	100.976	74.06214	9.626114	0.982257	4.714831	5.893539	660.0764	43.02284	9.822565	39.87962	0.785805	0.785805	18.26997	2.750318	3.339672	1.375159	4.911283	129.265	1012.117	3.536123	5097.322	77023.25	48.32702	983.8281	11.59063	65.81119	367.5604	17696.33	174.4488	0.982257	394.4742	1826.015	7.661601	104.905	3.536123	0.196451	1111.129	121.014	116.6921	280.9254	271.1028	207.649	968.3085	1305.222	148.3207	128.6756	24.75286	5.893539	392.9026	60.507	49.50573	319.6263	1.375159	3.732575	2.553867	9.429663	424.7277	14142.92	137.7124	11.59063	1299.722	1393.429	30.05705	127.6933	155.393	2384.329	278.9609	6.875796	241.0457	422.1739	526.293	9.626114	25.14577	25.34222	154.8036	101.9582	20.23448	33.20027	961.4327	94.88598	23.96706	145164.4	3265.217	0.982257	0.982257	2.94677	79.56278	6.679344	8.054503	4.911283	0.982257	45100.9	34.96833	17.68062	50.09508	6.286442	1.375159	50.88089	2064.114	794.6455	353.023	352.2372	4020.769	952.3959	948.8598	913.695	651.629	567.3514	2548.17	4.321929	4174.787	197.2371	220.6148	1779.063	5.697088	53.43476	12.37643	224176.9	541.2233	1157.884	1323.885	6099.027	12037.75	4.825065	2.357416	1.768062	2.160964	3.339672	23.77061	0.196451	287.9976	0.785805	2.357416	0.982257	15.12675	6.875796	53.04185	15.7161	26.32447	9.233211	1.375159	276.2105	41.84413	3.929026	1.768062	34.18253	122.1927	5.500637	120.8176	0.196451	4.714831	170.9126	251.2612	8.840309	1.964513	14.9303	8.643857	8.840309	11.59063	11.59063	1.768062	0.785805	0.785805	522.9534	40.07607	4.125477	0.392903	402.1358	11.59063	23.57416	3.536123	1.964513	1.178708	0.8333195	1.964513	1.178708	1.178708	1.178708	0.392903	1.375159	166.5907	279.5502	65.22183	6.875796	0.785805	0.392903	1.964513	2.750318	3.536123	14.34094	163.4475	28.48544	9.626114	970.0765	1.375159	1.178708	4.125477	0.785805	5.304185	1.118645	0.589354	0.196451	2.357416	72.68698	64.63248	55.59572	0.785805	10.01902	0.196451	1.768062	0.392903	11.19772	2.160964	243.5996	6.286442	45.38025	1.57161	16.50191	35.95059	0.785805	26.91383	0.196451	1.375159	0.392903	0.589354	3.339672	1.620107	0.392903	0.196451	1290.685	1.178708	117.4779	0.392903	0.7757885	2.160964	0.392903	0.785805	7.858052	2.160964	1.57161	43.41574	19.25223	10.01902	0.392903	33.98608	18.26997	30.2535	17.68062	6.679344	9.233211	2.750318	5.107734	0.785805	84.86696	1.375159	28.68189	91.15341	3.143221	1.768062	1.178708	0.392903	1.375159	12.37643	213.739	0.392903	0.589354	61.88216	36.93285	3.929026	1.375159	3.732575	2.553867	0.589354	0.589354	0.785805	29.8606	46.55896	15.91256	0.196451	0.785805	8.054503	13.75159	0.392903	10.01902	0.589354	6.679344	3.732575	1.178708	39.09381	42.23703	40.66542	1807.745	1638.207	29.8606	1621.706	0.196451	0.785805	2.750318	1.375159	2.359491	39.87962	1199.925
3824.293	3792.809	3901.527	10976.03	1370.036	748.2313	632.6268	1645.026	1702.583	461.9258	613.9333	4.919338	10.82254	3157.723	3338.263	3283.658	3434.682	3357.448	16.23381	294.1764	38.86277	34566.22	297131.4	9.346741	4.919338	1.475801	55.09658	3.93547	1.475801	1257.875	859.9002	880.5614	12781.91	1.12019	4.427404	18.69348	1252.955	23.12089	4.919338	1.967735	38.86277	28.04022	27.54829	16.23381	8.854808	10.82254	991.2465	117.0802	24.10475	28.04022	11.80641	12.29834	563.2642	0.491934	2.459669	7.87094	43.78211	153.9753	1729.639	142.1689	2535.427	150765.9	438.313	13346.65	9.346741	107.7335	303.0312	11942.68	114.6206	114.6206	529.3207	1446.777	3.93547	290.7329	8.854808	10.33061	524.8933	124.9512	91.99161	186.4429	169.2252	243.0153	821.5294	2683.007	178.572	156.9269	98.38675	18.20155	9264.097	2138.436	51.16111	289.749	23.12089	7.87094	9.838675	15.24995	372.3939	2727.281	264.6604	42.79824	360.5874	410.2728	42.3063	79.69327	114.6206	610.4898	227.7653	8.854808	1600.752	2513.782	2777.458	11.80641	58.04818	52.63691	297.6199	183.9832	345.8294	584.9092	630.1671	44.76597	10.82254	88296.21	882.0372	2.459669	3.93547	67.88686	38.86277	39.84663	36.89503	33.4515	6.395139	80581.7	233.1766	61.98365	150.5317	11.31448	1.713978	99.37062	3911.365	1666.672	1024.206	1008.956	4142.574	1377.415	1479.245	2268.307	946.4806	1454.648	4135.687	6.887073	8130.189	376.8213	467.3371	3248.239	12.29834	16.23381	7.87094	108068.5	845.1422	375.8374	609.5059	3482.399	14901.17	30.49989	3.443536	1.475801	2.951603	1.967735	14.26608	1.392346	1014.367	1.967735	3.443536	4.919338	77.72553	32.46763	73.29813	36.89503	66.90299	60.99979	60.50785	344.8456	222.846	171.6849	10.33061	10.82254	215.467	38.37083	358.6197	5.903205	5.411271	179.0639	327.6279	17.21768	1.823444	100.3545	42.3063	10.82254	45.74984	45.74984	7.87094	13.77415	11.31448	688.2153	40.8305	216.4509	6.887073	259.2491	5.903205	526.8611	9.838675	20.16928	1.967735	3.93547	1.967735	1.2325045	39.3547	2.459669	1.967735	1.475801	146.1043	179.0639	192.838	66.41106	17.70961	4.427404	6.395139	16.23381	15.24995	17.21768	5362.078	82.64487	4.919338	300.0796	1.967735	2.951603	16.23381	4.919338	3.443536	0.983868	0.491934	0.491934	4.919338	142.1689	789.5537	791.0295	4.427404	23.12089	1.967735	15.24995	10.33061	99.37062	2.951603	414.7002	4.427404	103.3061	0.491934	23.12089	3.443536	7.87094	183.4913	8.854808	1.967735	0.983868	0.983868	21.15315	2.459669	1.696382	2.459669	819.0697	16.23381	359.6036	0.790298	0.491934	1.967735	1.967735	0.491934	1.475801	1.475801	1.475801	75.26587	1.475801	2.459669	0.8588145	554.4094	39.84663	63.95139	19.67735	9.346741	21.64509	53.62078	0.491934	4.427404	91.00775	4.919338	16.72575	71.82233	1.967735	0.491934	0.983868	0.491934	1.457724	23.61282	86.58034	38.86277	0.983868	49.68531	29.02409	5.903205	6.887073	12.29834	2.951603	0.983868	2.459669	3.93547	20.66122	69.36266	32.46763	27.05636	0.491934	7.87094	33.4515	0.491934	46.24177	0.491934	13.77415	19.18542	2.459669	1278.044	1293.294	1314.939	2337.177	2173.363	23.12089	1168.835	1.0127665	9.838675	5.903205	2.951603	3.93547	31.9757	799.8843
4139.12	4215.27	4101.045	11652.55	1843.594	647.8239	667.1372	1231.638	1196.322	541.3247	485.0402	9.380754	6.621709	1580.381	6211.715	6297.245	9992.711	10043.48	17.65789	251.6249	56.83633	42554.96	220804.7	13.79523	42.4893	1.103618	2.759045	0.551809	41.38568	968.9767	137.9523	150.6439	16883.7	1.12019	2.759045	4.0094425	105.3955	16.55427	19.31332	1.103618	46.90377	31.45312	28.69407	4.414473	8.277136	5.518091	699.1421	69.52794	16.55427	53.52548	17.10608	19.31332	82.21955	54.07729	64.00985	6.0699	20.96874	151.1957	1610.731	7.173518	4831.64	58582.26	653.8938	5438.63	17.10608	143.4704	865.7884	38405.36	257.6948	7.725327	267.0756	1264.746	7.173518	140.1595	5.518091	1.655427	982.2202	174.9235	107.051	428.2038	409.9941	535.2548	982.772	1388.352	190.9259	176.0271	36.4194	6.621709	1439.118	202.5139	23.72779	571.6742	11.58799	2.759045	8.277136	10.48437	357.0205	16314.24	91.0485	13.79523	1951.197	2153.711	36.4194	212.4465	357.5723	1136.175	311.2203	10.48437	717.3518	1189.7	1446.843	35.31578	68.97613	59.04357	202.5139	150.6439	38.07483	327.7746	499.939	217.4128	55.73272	117767.1	7677.872	0.551809	2.5898455	8.277136	109.2582	102.6365	7.173518	17.65789	2.207236	58040.38	45.24834	39.17845	102.6365	34.21216	2.207236	86.08222	2130.535	1703.986	413.305	390.6808	3101.719	624.0961	606.4382	666.5854	348.7433	602.5755	3408.525	4.966282	3509.506	386.8182	530.8403	1104.17	26.48684	63.45804	28.14226	201179.1	745.4941	2501.902	2572.534	13309.08	24207.31	0.551809	0.551809	1.655427	2.759045	11.03618	35.86759	3.862664	433.1701	2.759045	3.310854	1.103618	32.55674	3.310854	140.7113	20.96874	19.86513	29.79769	6.621709	478.4185	23.72779	4.966282	3.862664	27.03864	225.6899	9.932563	168.3018	2.207236	6.621709	93.80754	226.7935	13.24342	1.103618	9.932563	16.00246	24.2796	34.76397	35.31578	1.103618	4.966282	2.207236	918.7621	85.53041	34.21216	1.470849	460.2088	15.45065	56.28453	5.518091	2.759045	1.655427	0.551809	0.551809	1.2325045	14.89884	1.103618	1.103618	0.551809	175.4753	125.8125	92.15212	34.21216	3.310854	1.103618	3.310854	2.207236	1.655427	16.55427	1102.515	30.3495	12.1398	1088.719	0.551809	2.207236	8.828945	7.725327	4.966282	1.118645	0.551809	1.072199	4.089961	103.7401	100.4293	107.051	0.551809	6.0699	2.207236	3.862664	3.310854	24.2796	6.0699	330.5336	13.79523	116.9835	2.759045	15.45065	13.79523	3.310854	80.56413	13.24342	0.551809	2.207236	1.40364	9.380754	3.310854	4.414473	1.655427	831.0245	2.759045	199.7549	2.759045	0.7757885	0.551809	1.655427	1.655427	1.103618	3.310854	0.551809	53.52548	20.96874	146.7812	1.103618	391.7844	38.07483	50.76644	25.38322	49.11101	22.07236	7.725327	11.03618	1.655427	71.73518	0.987535	71.18337	78.35689	3.310854	1.103618	0.551809	4.414473	2.207236	8.277136	288.0443	6.621709	2.207236	41.93749	56.83633	3.862664	3.862664	13.79523	4.966282	0.551809	0.925575	1.655427	11.58799	86.08222	33.10854	1.103618	1.103618	6.621709	16.55427	1.655427	18.76151	0.551809	39.17845	4.414473	1.655427	65.66528	56.28453	48.00739	2228.205	2036.727	25.38322	3483.019	0.551809	0.551809	3.862664	3.310854	1.655427	56.83633	536.9102
5035.736	4967.405	5064.172	14344.1	1948.085	620.5012	609.8907	1508.387	1526.212	406.5938	589.5185	4.244194	3.395355	1304.241	7878.922	7918.393	7892.079	7904.811	10.61049	261.4423	58.56988	39348.35	255023.4	4.244194	8.488388	0.848839	12.73258	0.848839	1.273258	655.728	112.8956	116.7153	17418.17	1.697678	5.941872	1.273258	267.3842	30.5582	17.82561	3.395355	19.52329	13.157	15.2791	4.668613	10.18606	3.819775	477.4718	75.97107	11.0349	49.65707	3.395355	5.093033	158.3084	1.273258	6.366291	19.09887	26.73842	349.2972	1232.514	1.697678	1991.376	43779.71	210.9364	3349.942	10.18606	123.506	353.9658	21553.71	237.6749	5.093033	154.0642	1548.282	6.79071	115.0177	5.093033	2.122097	366.6984	183.7736	160.0061	418.4775	401.9252	668.885	973.1937	1062.322	164.6747	144.727	17.4012	3.819775	1153.147	262.7156	32.25587	529.6754	0.848839	0.424419	4.244194	15.2791	502.937	18059.47	145.5759	36.92449	2826.209	3200.971	42.01752	146.0003	244.89	834.8329	414.6577	3.395355	348.0239	588.6697	683.3152	44.98846	82.33736	80.21527	349.2972	202.8725	17.82561	609.0418	628.5651	364.5763	17.82561	106056.9	8289.335	2.122097	4.244194	5.093033	74.27339	63.66291	9.761646	11.45932	2.546516	45191.75	30.98262	25.04074	69.60478	42.44194	2.122097	76.39549	1418.834	1262.223	543.2568	553.4429	3292.221	775.4142	807.2457	1224.026	375.1867	885.7633	3541.355	0.424419	4129.601	393.0124	438.8497	1509.235	17.4012	21.64539	13.157	236758.5	739.3386	3036.296	3265.907	11024.72	24429.16	4.825065	5.093033	0.424419	1.273258	11.45932	40.74426	2.122097	865.3911	2.122097	2.122097	3.395355	30.13378	3.395355	83.61062	13.58142	28.86052	13.58142	19.94771	296.2447	31.83145	3.819775	0.848839	15.2791	211.7853	10.61049	304.7331	1.478562	3.395355	155.7619	243.1923	12.73258	0.424419	18.67445	7.21513	28.86052	50.50591	50.93033	0.848839	4.668613	3.819775	948.1529	77.24433	4.668613	2.970936	425.2682	10.18606	149.3956	9.337227	8.488388	0.424419	0.848839	3.819775	1.697678	24.61632	2.546516	2.970936	0.848839	213.9074	271.6284	221.5469	42.44194	6.79071	5.093033	11.0349	4.668613	4.668613	13.58142	581.879	67.9071	10.61049	1233.787	0.848839	2.970936	18.25003	8.063968	5.093033	0.424419	1.273258	2.970936	3.395355	73.42455	45.41287	47.53497	2.546516	1.697678	3.819775	6.79071	9.337227	23.34307	4.244194	281.8145	4.244194	73.00014	0.848839	12.73258	32.25587	0.848839	97.19204	12.30816	2.122097	0.848839	2.122097	5.517452	2.546516	2.970936	2.970936	736.7921	8.063968	264.8377	2.122097	2.122097	1.273258	2.970936	1.697678	0.424419	1.697678	2.546516	63.23849	25.88958	10.61049	0.424419	83.1862	85.73272	36.92449	24.1919	25.04074	29.70936	12.30816	7.639549	0.424419	58.14546	1.697678	63.66291	100.5874	3.395355	1.697678	1.273258	2.970936	1.697678	10.61049	19.09887	11.45932	1.177939	50.50591	37.77333	5.517452	1.697678	46.26171	1.697678	0.848839	0.925575	1.273258	34.37797	10.18606	19.52329	4.244194	1.697678	2.970936	13.58142	1.273258	7.21513	0.848839	21.22097	5.517452	5.941872	28.86052	25.04074	17.4012	2671.296	2306.719	90.40133	3703.908	1.697678	0.848839	4.668613	2.970936	1.697678	73.84897	429.5124
